qid,question,context_id,candidate_context,label,department,source_type,embedding_score,question_department
q0018,我的小女儿出生了，脸上长了一块红色胎记医院说是血管瘤，但是姐姐说她以前儿子出生的时候屁股上有青色的胎记，医生也是所示血管瘤，我想请问一下，血管瘤的种类有哪些？,c000179,标题：孩子出现扁桃体炎哭闹有哪些饮食禁忌 患者问题：我家男宝，今年4岁，刚开始，说话时觉得嗓子疼，发现，咳嗽比较剧烈，同时，现在已经高烧不退了，请问：孩子出现扁桃体炎哭闹有哪些饮食禁忌。 医生回答：扁桃体炎治疗期间饮食也是非常关键的一点，建议宝妈是可以给孩子多吃一些蔬菜和水果的，因为很多水果都有清热解毒的作用，而且富含维生素，可帮助提高免疫力，抵御疾病，例如梨、苹果、金橘、猕猴桃等都是不错的选择，也建议选择一些比较好消化的食物，熬点粥或是把面条煮烂一些都是很适合孩子治疗期间吃的，建议是要多喝水的，另外还要少吃或是不吃羊肉、狗肉等发物，同时也要注意帮助孩子改正挑食厌食的坏习惯，保证营养全面吸收。,0,pediatrics,random_negative,0.774473698451291,oncology
q0018,我的小女儿出生了，脸上长了一块红色胎记医院说是血管瘤，但是姐姐说她以前儿子出生的时候屁股上有青色的胎记，医生也是所示血管瘤，我想请问一下，血管瘤的种类有哪些？,c000180,标题：孩子出现扁桃体炎嗓子疼饮食注意哪些点 患者问题：男宝，刚满2个月，刚开始，说自己嗓子疼，发现，咳嗽比较剧烈，并且，伴有低烧，请问：孩子出现扁桃体炎嗓子疼饮食注意哪些点。 医生回答：扁桃体炎是目前比较常见的疾病之一，需要及时治疗，治疗的同时应对给孩子吃些蔬菜和水果，之所以让孩子多吃蔬菜和水果，主要是为了补充维生素和微量元素，帮助提高免疫力，尽快恢复，不过水果的选择上要注意避免过于寒凉的，可以选择一些性平的，比如苹果，猕猴桃之类的，日常饮食应选择易于消化的，比如粥、面条等，与此同时家长还要注意不要让孩子吃一些刺激辛辣的食物以及服务，生活中还要注意帮助孩子去养成良好的习惯，除了健康饮食之外，还要早睡早起，适当运动。,0,pediatrics,random_negative,0.7462753381583689,oncology
q0019,我家女宝，今年6岁，一开始，说自己咽东西疼，察觉到，咳嗽好像也比较严重，并且，一直都有点发烧，请问：孩子出现扁桃体炎总哭饮食有什么注意的。,c000182,标题：小孩扁桃体炎总哭如何合理饮食 患者问题：女宝宝，目前5岁，刚开始，嗓子眼有点痛，发现，咳嗽比较剧烈，另外，伴有低烧，请问：小孩扁桃体炎总哭如何合理饮食。 医生回答：扁桃体炎是目前比较常见的疾病之一，需要及时治疗，治疗的同时应对给孩子吃些蔬菜和水果，这类食物不仅富含维生素和微量元素，可以帮助提高免疫力，而且相对也比较清淡，比如点梨，梨性凉，具有退烧、润喉、化痰、止痛的作用，可减轻急性扁桃体炎咽喉不适的症状，也要主要给孩子选择好消化的食物，像稀粥啊，煮的烂一些的面条、面皮等，平时呢还要多喝白开水，但是像一些发物，比如海鲜、狗肉等应敬而远之，小儿扁桃体炎会出现一些并发症，对孩子的健康是非常不利的，所以家长务必要帮助孩子正确进行治疗。,0,pediatrics,hard_negative,0.8153826314087146,pediatrics
q0019,我家女宝，今年6岁，一开始，说自己咽东西疼，察觉到，咳嗽好像也比较严重，并且，一直都有点发烧，请问：孩子出现扁桃体炎总哭饮食有什么注意的。,c000183,标题：孩子肥胖爱吃肉理应怎样治疗 患者问题：男宝，已经8岁，近期，观察到，我家孩子越来越胖了，同时，最近越来越能吃了，还特别的懒，请问：孩子肥胖爱吃肉理应怎样治疗。 医生回答：如果孩子得了肥胖症的话家长要通过运动跟饮食改变他现在的情况，给孩子在承受范围内安排孩子游泳，慢跑等运动，并且多让孩子吃一些高纤维食物食物，像菠菜，胡萝卜等，瓜子，汉堡这样高热量的食物就不要让孩子吃了，也不要让孩子总是暴饮暴食，让他多运动，肥胖症治疗期间家长要根据孩子的情况进行合理的治疗，如果病情严重的话一定要去医院查明原因针对治疗。,0,pediatrics,hard_negative,0.7790543297419866,pediatrics
q0019,我家女宝，今年6岁，一开始，说自己咽东西疼，察觉到，咳嗽好像也比较严重，并且，一直都有点发烧，请问：孩子出现扁桃体炎总哭饮食有什么注意的。,c000184,标题：孩子扁桃体发炎了很难受有哪些饮食注意点 患者问题：男宝，刚满7个月，一开始，嗓子眼有点痛，发现，伴有轻微的咳嗽，同时，一直都有点发烧，请问：孩子扁桃体发炎了很难受有哪些饮食注意点。 医生回答：孩子如果出现扁桃体发炎的情况，饮食上首先要保持清淡，可以以蔬菜和水果为主，蔬菜和水果中的营养元素含量比较丰富，可以帮助提高孩子的免疫力，因此有助于扁桃体的修复，例如梨、苹果、金橘、猕猴桃等都是不错的选择，日常饮食还要注意易消化，好吞咽，所以建议以稀粥、面食为主，面食务必要煮的细软一些，建议是要多喝水的，另外还要少吃或是不吃羊肉、狗肉等发物，在正确饮食的同时还要注意不要挑食偏食，以免缺少营养抵抗力低下，再次复发。,0,pediatrics,hard_negative,0.8124149111087897,pediatrics
q0019,我家女宝，今年6岁，一开始，说自己咽东西疼，察觉到，咳嗽好像也比较严重，并且，一直都有点发烧，请问：孩子出现扁桃体炎总哭饮食有什么注意的。,c000185,标题：孩子出现扁桃体炎发烧饮食禁忌有哪些 患者问题：女宝宝，才6个月，一开始，嗓子眼有点痛，发现，吞咽好像有点困难，并且，现在已经高烧不退了，请问：孩子出现扁桃体炎发烧饮食禁忌有哪些。 医生回答：扁桃体炎是目前比较常见的疾病之一，需要及时治疗，治疗的同时应对给孩子吃些蔬菜和水果，而且蔬菜和水果中富含大量的维生素，有助于提高免疫，比如像梨啊苹果啊这些水果都有清热和消炎的作用，可以多吃一些，也建议选择一些比较好消化的食物，熬点粥或是把面条煮烂一些都是很适合孩子治疗期间吃的，同时千万不要给还吃一些发物，比如像海鲜、狗肉等，这些对病情都是不利的，对于扁桃体炎的治疗除了配合医生外，家长也要帮助孩子去养成良好的饮食和生活习惯，可帮助尽早康复。,0,pediatrics,hard_negative,0.8688920398233045,pediatrics
q0019,我家女宝，今年6岁，一开始，说自己咽东西疼，察觉到，咳嗽好像也比较严重，并且，一直都有点发烧，请问：孩子出现扁桃体炎总哭饮食有什么注意的。,c000181,标题：孩子出现扁桃体炎总哭饮食有什么注意的 患者问题：我家女宝，今年6岁，一开始，说自己咽东西疼，察觉到，咳嗽好像也比较严重，并且，一直都有点发烧，请问：孩子出现扁桃体炎总哭饮食有什么注意的。 医生回答：孩子扁桃体发炎建议宝妈及时带孩子去治疗，在饮食上首先蔬菜和水果比较清淡，是孩子治疗期间不错的选择，因为很多水果都有清热解毒的作用，而且富含维生素，可帮助提高免疫力，抵御疾病，不过水果的选择上要注意避免过于寒凉的，可以选择一些性平的，比如苹果，猕猴桃之类的，应选择一些比较好吞咽和消化的食物，像稀粥等都是不错的，像牛羊肉、家禽蛋以及海鲜等发物这一阶段就不要给孩子吃了，当然也包括刺激辛辣的麻辣烫、火锅之类的，生活中还要注意帮助孩子去养成良好的习惯，除了健康饮食之外，还要早睡早起，适当运动。,1,pediatrics,positive,0.9083955088738102,pediatrics
q0019,我家女宝，今年6岁，一开始，说自己咽东西疼，察觉到，咳嗽好像也比较严重，并且，一直都有点发烧，请问：孩子出现扁桃体炎总哭饮食有什么注意的。,c000186,标题：婴儿血管瘤甚么时候治疗？ 患者问题：男孩，45天，满月理发时发现头顶气门处有黄豆大一块红斑，问门诊大夫说是血管瘤，曾经的治疗情况和效果：未治疗想得到怎样的帮助：血管瘤怎样辨认？甚么时候治疗最好？ 医生回答：你好，对于刚出生的孩子一般都有这个血管瘤的，一般是一岁后可以自己消失的。而且没有多大影响的。主要就是生活上要注意。如果没有消失可以用冷冻或者激光进行治疗的不需要吃什么药的，主要就是观察到一岁后看看有没有消失，如果没有的话，可以选择用手术的方法进行治疗，很快的。这阶段主要就是注意不要碰伤，防止出现大量的出血。还有就是由于孩子免疫力低下，所以术后一定要好好护理，防止出现严重的感染。祝你好运，宝宝健康！,0,oncology,random_negative,0.6902483954344417,pediatrics
q0019,我家女宝，今年6岁，一开始，说自己咽东西疼，察觉到，咳嗽好像也比较严重，并且，一直都有点发烧，请问：孩子出现扁桃体炎总哭饮食有什么注意的。,c000187,标题：癌症晚期为何尿频 患者问题：之前老人被珍断为肺癌晚期，现在卧床已4个多月从昨天开始到现在已24小时还不拉小便，右脚已肿左脚还好我想这不是好兆头老人卧床后24小时不垃小便 医生回答：你好，很高兴为您解答:肺癌属于恶性肿瘤，容易复发及转移，如果肺癌晚期的患者出现小便困难，考虑是肺癌转移到膀胱压迫膀胱或者输尿管引起的，可以行导尿管导尿处理。因为插入导尿管属于无菌操作，建议去医院操作，尽量及早导尿，以防膀胱尿多导致膀胱破裂。,0,oncology,random_negative,0.7043605575723785,pediatrics
q0019,我家女宝，今年6岁，一开始，说自己咽东西疼，察觉到，咳嗽好像也比较严重，并且，一直都有点发烧，请问：孩子出现扁桃体炎总哭饮食有什么注意的。,c000188,标题：甲状腺瘤吃什么食物较好 患者问题：最近不知道怎么回事，总是吃不进去东西，特别是油腻的，身体状态不好，去医院进行检查，结果查出了恶性甲状腺瘤，请问；甲状腺瘤吃什么食物较好 医生回答：甲状腺瘤患者手术之后需要有获得很好的调理，方才能使身体彻底恢复的比较快，不光要在日常生活中照料的很周全，更重要的是一定要留意患者的饮食，以免病发。甲状腺瘤手术后饮食营养均衡，排便高蛋白、低脂肪、低糖、高维生素食物，由少吃多餐到定时定量。饮食中要配以一定量的蔬菜，可以吃些水果等。特别注意始终保持心情舒畅、乐观，学会松懈，劳逸结合。,0,oncology,random_negative,0.7723478463770729,pediatrics
q0019,我家女宝，今年6岁，一开始，说自己咽东西疼，察觉到，咳嗽好像也比较严重，并且，一直都有点发烧，请问：孩子出现扁桃体炎总哭饮食有什么注意的。,c000189,标题：核素扫描对以下哪种肿瘤有特殊诊断意义呢 患者问题：女，35岁，因为跟男朋友分手还伤心，我也不知道是什么情况，请问：核素扫描对以下哪种肿瘤有特殊诊断意义呢 医生回答：放射性核素探测，是指某核素发射导弹一定量的射线，用个、多个线性扫描仪或照相系统对某个外部物体(如生物体或联盟器官等)中放射性核素实施测定、并取得体现图像的过程。从快速移动检测器获得图像称探测，由固定的摄相装置获得图像称闪动照相。并且肿瘤的意义是早期发觉癌症和癌前病变的重要方法。,0,oncology,random_negative,0.739976673306944,pediatrics
q0019,我家女宝，今年6岁，一开始，说自己咽东西疼，察觉到，咳嗽好像也比较严重，并且，一直都有点发烧，请问：孩子出现扁桃体炎总哭饮食有什么注意的。,c000190,标题：左右肺都有癌是几期 患者问题：女，31岁，平时工作上压力特别大，养成了吸烟减压的不良习惯，近期去体检发现得了肺癌，想问问左右肺都有癌是几期 医生回答：左右肺都有癌大多数都是癌症晚期了，建议患者在身体容许的情况下手术治疗。如果不能够手术就要采用放射治疗了，但是放射治疗有很大副作用。肺癌的病因至今尚不完全明确，大量资料证明，长期大量抽烟与肺癌的发生有非常密切的关系。已有的试验证明：长期大量吸烟者患肺癌的概率是不吸烟者的10～20倍，已经开始抽烟的年龄越小，患肺癌的几率越高。此外，抽烟不仅直接影响本人的身体健康，还对周围人群的健康产生不良影响，致使弱势吸烟者肺癌患病率明显增加。,0,oncology,random_negative,0.7038847895898429,pediatrics
q0020,我家女宝，今年9岁，较近几天，孩子说自己耳朵疼，早上，有黄色的耳屎流出，并且，伴有一些低烧，请问：小孩儿中耳炎耳屎黄该怎样治疗。,c000192,标题：孩子出现扁桃体炎低烧怎样合理饮食 患者问题：我家男宝，今年3岁，刚开始，说嗓子喝水都觉得疼，察觉到，说话的时候声音有点沙哑，并且，好像低烧一直都没退，请问：孩子出现扁桃体炎低烧怎样合理饮食。 医生回答：孩子扁桃体发炎建议宝妈及时带孩子去治疗，在饮食上首先蔬菜和水果比较清淡，是孩子治疗期间不错的选择，水果和蔬菜都富含维生素及微量元素，而且相对清淡，所以对疾病的治疗是非常有帮助的，比如像苹果、猕猴桃等还有理气化痰，生津润肺的作用，对扁桃体炎的质量很有帮助，也要主要给孩子选择好消化的食物，像稀粥啊，煮的烂一些的面条、面皮等，在清淡饮食的同时还要少吃发物，例如家禽蛋、驴肉、牛羊肉等，最后，家长应该帮助孩子养成一个好的生活习惯，规律作息，适当运动，提高免疫力，这样可大大降低疾病的发生率。,0,pediatrics,hard_negative,0.7301695794992901,pediatrics
q0020,我家女宝，今年9岁，较近几天，孩子说自己耳朵疼，早上，有黄色的耳屎流出，并且，伴有一些低烧，请问：小孩儿中耳炎耳屎黄该怎样治疗。,c000193,标题：发生小儿扁桃体发炎常会导致哪些表现 患者问题：男孩，10岁，上小学了，刚开始，说话时觉得嗓子疼，察觉到，伴有轻微的咳嗽，并且，好像低烧一直都没退，请问：发生小儿扁桃体发炎会出现哪些表现。 医生回答：扁桃体是在咽喉部的，因此一旦发生小耳扁桃体发炎，最为明显的症状之一就是咽痛，吞咽困难，孩子伴有一定发烧的情况，严重的话可烧到40摄氏度，要重视，同时也还伴有头痛，或是全身痛的情况，这个时候扁桃体多数是处于充血状态，不但红而且很肿，如果拖延治疗部分孩子还可能出现肾炎、心内膜炎等严重的并发症，所以在此建议这位家长，如果你家孩子确实有以上症状，务必要及时送医治疗。,0,pediatrics,hard_negative,0.8107336776674691,pediatrics
q0020,我家女宝，今年9岁，较近几天，孩子说自己耳朵疼，早上，有黄色的耳屎流出，并且，伴有一些低烧，请问：小孩儿中耳炎耳屎黄该怎样治疗。,c000194,标题：小孩扁桃体炎总发烧饮食要注意什么 患者问题：女宝宝，才2个月，刚开始，嗓子眼有点痛，察觉到，说话的时候声音有点沙哑，同时，有点发烧也没精神，请问：小孩扁桃体炎总发烧饮食要注意什么。 医生回答：孩子如果患上扁桃体炎，第一时间就诊是非常有必要的，与此同时家长也应该注意给孩子多吃一些蔬菜和水果，之所以让孩子多吃蔬菜和水果，主要是为了补充维生素和微量元素，帮助提高免疫力，尽快恢复，例如金橘皮，其所富含的维生素C是有很好的消炎作用的，饮食上的选择上最好是比较容易消化的，比如像粥面都是不错的，同时还要注意尽量不要让孩子吃发物，比如像牛羊肉、狗肉以及海鲜等，都是可能加剧症状的，家长们还要注意帮助孩子养成良好的饮食习惯，做到卫生、健康，不挑食不偏食才好。,0,pediatrics,hard_negative,0.7403804809421628,pediatrics
q0020,我家女宝，今年9岁，较近几天，孩子说自己耳朵疼，早上，有黄色的耳屎流出，并且，伴有一些低烧，请问：小孩儿中耳炎耳屎黄该怎样治疗。,c000195,标题：孩子出现扁桃体炎哭闹饮食需注意什么 患者问题：男孩，8岁，上小学了，一开始，说自己咽东西疼，发现，说话的时候声音有点沙哑，另外，伴有低烧，请问：孩子出现扁桃体炎哭闹饮食需注意什么。 医生回答：孩子如果出现扁桃体发炎的情况，饮食上首先要保持清淡，可以以蔬菜和水果为主，主要是因为蔬菜和水果不但清淡，而且还富含人体所需的各种维生素和微量元素，显然是可以帮助孩子抵御疾病的，比如像梨啊苹果啊这些水果都有清热和消炎的作用，可以多吃一些，饮食上的选择上最好是比较容易消化的，比如像粥面都是不错的，像牛羊肉、家禽蛋以及海鲜等发物这一阶段就不要给孩子吃了，当然也包括刺激辛辣的麻辣烫、火锅之类的，小儿扁桃体炎会出现一些并发症，对孩子的健康是非常不利的，所以家长务必要帮助孩子正确进行治疗。,0,pediatrics,hard_negative,0.7441831502415311,pediatrics
q0020,我家女宝，今年9岁，较近几天，孩子说自己耳朵疼，早上，有黄色的耳屎流出，并且，伴有一些低烧，请问：小孩儿中耳炎耳屎黄该怎样治疗。,c000191,标题：小孩儿中耳炎耳屎黄该怎样治疗 患者问题：我家女宝，今年9岁，较近几天，孩子说自己耳朵疼，早上，有黄色的耳屎流出，并且，伴有一些低烧，请问：小孩儿中耳炎耳屎黄该怎样治疗。 医生回答：目前临床上在治疗小儿中耳炎时，主要以抗生素药物为主，可根据孩子的症状使用对症的药物，效果不错，可以局部药物治疗，可以选择消炎类型的滴耳剂，针对耳痛症状明显的孩子可用点镇痛的药物，要是孩子伴随发烧特别厉害的话那么就应该适量的使用一些退烧药，要是严重，那么就需要尽早就医了，中耳炎是具有反复发作的特征的，如果存在耳膜穿孔的情况，是需要及时的去进行医治的，家长平时还要注意给孩子做好防护工作，以免中耳炎再次发炎。,1,pediatrics,positive,0.9329782220804003,pediatrics
q0020,我家女宝，今年9岁，较近几天，孩子说自己耳朵疼，早上，有黄色的耳屎流出，并且，伴有一些低烧，请问：小孩儿中耳炎耳屎黄该怎样治疗。,c000196,标题：对于那些微小的肝血管瘤如何抑制它的长大？ 患者问题：是不是血管堵塞所以才会产生血管瘤呢？我上次去检查的时候，医生就一直说我的血管垃圾太多了，很容易堵塞，引起坏病，我想请问一下医生，对于那些微小的肝血管瘤如何抑制它的长大？ 医生回答：肝血管瘤一般是正常的良性肿瘤，不能太担心，建议定期去医院检查，通过彩色多普勒超声检查是否发现肝血管瘤增加，如果有增加等，应及时手术进行治疗时，在平常生活中要保持血脂稳定，饮食以清淡为主，避免刺激性食物的摄入，口服药物进行治疗。建议一定要注意多多休息。,0,oncology,random_negative,0.6718588316784687,pediatrics
q0020,我家女宝，今年9岁，较近几天，孩子说自己耳朵疼，早上，有黄色的耳屎流出，并且，伴有一些低烧，请问：小孩儿中耳炎耳屎黄该怎样治疗。,c000197,"标题：吸烟与不吸烟肺癌高几倍 患者问题：我老公公今年58岁了，前段时间感觉不舒服，去医院检查，查出肺癌，请问：吸烟与不吸烟肺癌高几倍 医生回答：抽烟有害健康，在我国,50%的肺癌是抽烟引来的,与不吸烟者比较吸烟者再次发生肺癌的风险增强3～10倍。为了自己和身边人的健康，肺癌发生率呈显著而稳定上升的趋势,已获得危害最严重的恶性病之一抽烟是肺癌验证的主要病因..,建议还是戒烟，或者尽量少抽烟的好。",0,oncology,random_negative,0.6767790174100171,pediatrics
q0020,我家女宝，今年9岁，较近几天，孩子说自己耳朵疼，早上，有黄色的耳屎流出，并且，伴有一些低烧，请问：小孩儿中耳炎耳屎黄该怎样治疗。,c000198,标题：得宫颈癌手术后腹部疼痛怎么办 患者问题：女，32岁，这一段时间感觉自己的身体不对劲，阴道时常有渗血的情况，还越来越频繁了，白带也多，还很难闻，去做了TCT检查，发觉是宫颈癌，得宫颈癌手术后腹部疼痛怎么办 医生回答：这种情况考虑盆腔慢性炎症，慢性盆腔痛的可能。建议您中药治疗慢性盆腔炎，配合中药保留灌肠，一般三个月个疗程，效果很好，西药抗生素不要长期用，可能引起菌种内分泌失调，甚至耐药的产生不同病因引起不同的症状，患者需要根据自身病情尽快到正规三甲医院进行系统规范的检查，这样才能对症治疗。此外患者日常需要规律作息、做好防寒保暖工作、日常饮食多吃清淡稀软的食物、勤通风和多喝热水。,0,oncology,random_negative,0.6557643468116056,pediatrics
q0020,我家女宝，今年9岁，较近几天，孩子说自己耳朵疼，早上，有黄色的耳屎流出，并且，伴有一些低烧，请问：小孩儿中耳炎耳屎黄该怎样治疗。,c000199,标题：胃憩室会发展成癌症吗 患者问题：这段时间感觉胃痛很厉害，经常会有呕吐以及胃胀的病症，去检查发现是胃憩室的问题，担心病情持续的恶化，请问胃憩室会发展成癌症？ 医生回答：您好，根据你的症状描述，胃憩室是不会发展成癌症的，一般是能够通过药物治疗的，建议患者及时的治疗，定期的复诊，控制好病情，饮食要清淡营养，建议流食为主，不能吃油腻油炸食物，辛辣刺激食物不能吃，调整好肠胃。建议去正规医院进行相关检查治疗，祝你的身体健康。,0,oncology,random_negative,0.6022528543033234,pediatrics
q0020,我家女宝，今年9岁，较近几天，孩子说自己耳朵疼，早上，有黄色的耳屎流出，并且，伴有一些低烧，请问：小孩儿中耳炎耳屎黄该怎样治疗。,c000200,标题：核素扫描对以下哪种肿瘤有特殊诊断意义呢 患者问题：女，35岁，因为跟男朋友分手还伤心，我也不知道是什么情况，请问：核素扫描对以下哪种肿瘤有特殊诊断意义呢 医生回答：放射性核素探测，是指某核素发射导弹一定量的射线，用个、多个线性扫描仪或照相系统对某个外部物体(如生物体或联盟器官等)中放射性核素实施测定、并取得体现图像的过程。从快速移动检测器获得图像称探测，由固定的摄相装置获得图像称闪动照相。并且肿瘤的意义是早期发觉癌症和癌前病变的重要方法。,0,oncology,random_negative,0.7145400324370463,pediatrics
q0021,我朋友的小孩被检查出患有小儿血管瘤，这个病是不是很严重的啊？因为得了小儿血管瘤，刚刚服用心得安，请问这个药治疗这个病是不是很有药效的呢？还有什么治疗方法可以治疗？谢谢,c000202,标题：请问得了胃癌还能治疗转好吗？ 患者问题：男，33岁，胃经常性的不舒服，以为只是小毛病，也没当回事儿，最近有空了检查发现是胃癌，情况很严重，请问请问得了胃癌还能治疗转好吗？ 医生回答：胃癌如何能经过治疗而康复，需要有全面检验患者的有关因素后方才能确认，至少需要有知晓患者炎症的基本分期治疗情况，全身体质、心理状态、营养状态以及家属的态度等，越是早期期望越大，建议家属和主管医生仔细交。不同病因引发不同的症状，患者需要根据自身病情尽快到正规三甲医院进行系统规范的检查，这样才能对症治疗。此外患者日常需要规律作息、做好防寒保暖工作、日常饮食多吃清淡稀软的食物、勤通风和多喝热水。,0,oncology,hard_negative,0.796587662666195,oncology
q0021,我朋友的小孩被检查出患有小儿血管瘤，这个病是不是很严重的啊？因为得了小儿血管瘤，刚刚服用心得安，请问这个药治疗这个病是不是很有药效的呢？还有什么治疗方法可以治疗？谢谢,c000203,标题：扁桃体发硬是癌症吗 患者问题：我的邻居这一段时间老是感觉咽部疼痛，老是一吃东西疼痛就会厉害，嗓子老是干痒，喝了很多的水，还是感觉很干燥，现在都吃东西都不能下咽，到医院检查，医生说是扁桃体发炎，请问扁桃体癌症吗？ 医生回答：扁桃体发硬是需要考虑炎症及增生性的改变，如果出现菜花状时需要考虑扁桃体癌的可能性。针对患者需要做个扁桃体的检查及CT检查，如果患者扁桃体出现三度肿大且出现不适的症状，可以考虑采取手术切除双侧扁桃体。术后病理证实是否存在癌变的可能性。患者病理证实存在癌变，是需要采取放化疗综合性的治疗，从而降低复发的可能性。,0,oncology,hard_negative,0.710167223341605,oncology
q0021,我朋友的小孩被检查出患有小儿血管瘤，这个病是不是很严重的啊？因为得了小儿血管瘤，刚刚服用心得安，请问这个药治疗这个病是不是很有药效的呢？还有什么治疗方法可以治疗？谢谢,c000204,标题：肝部血管瘤治疗方法有哪些？ 患者问题：2006年体检查出肝部血管瘤四到五个厘米.现在复查已达八到九个厘米.复查一直在长.一直未治疗.采取何种方法治疗最好 医生回答：肝血管瘤一般不影响肝功能。大血管瘤有不均匀的网状回声.有时有钙化。电脑断层扫描、核磁共振、核素血池扫描等检查有助于诊断。指南:肝活检经常会导致严重出血.这是肝活检的禁忌症。如果体积过大.可能压迫外周血管.如胆囊、胰腺、胃等。.并引起某些症状。如果肝血管瘤超过6厘米并加速增大.为了防止破裂和大出血.应手术切除。,0,oncology,hard_negative,0.7953205631460069,oncology
q0021,我朋友的小孩被检查出患有小儿血管瘤，这个病是不是很严重的啊？因为得了小儿血管瘤，刚刚服用心得安，请问这个药治疗这个病是不是很有药效的呢？还有什么治疗方法可以治疗？谢谢,c000205,标题：血管瘤得了怎么办？ 患者问题：在公司的老同事，今天在仓库忽然晕倒了，当时送到医院，就立马转病危了，我们发现的人立马通知他家里人，医院说考虑是血管瘤，就看到他家里人吓坏了，忽然发现血管瘤得了怎么办？ 医生回答：脑血管瘤是临床神经病学中相对常见的疾病。这种疾病很容易导致脑出血，严重的出血也可能危及患者的生命。患有这种疾病的患者每天都会出现头痛症状。血管瘤一旦破裂，患者就会出现中枢神经系统症状。建议尽快进行手术治疗，以避免严重后果并危及患者生命。血管瘤也分好几个类型，要根据具体的来决定治疗方法,0,oncology,hard_negative,0.7773750404797874,oncology
q0021,我朋友的小孩被检查出患有小儿血管瘤，这个病是不是很严重的啊？因为得了小儿血管瘤，刚刚服用心得安，请问这个药治疗这个病是不是很有药效的呢？还有什么治疗方法可以治疗？谢谢,c000201,标题：小儿血管瘤怎么治？ 患者问题：我朋友的小孩被检查出患有小儿血管瘤，这个病是不是很严重的啊？因为得了小儿血管瘤，刚刚服用心得安，请问这个药治疗这个病是不是很有药效的呢？还有什么治疗方法可以治疗？谢谢 医生回答：对于小儿血管瘤的治疗，必须基于孩子的身体状况和血管瘤的特定部位。一般来说，有必要对儿童血管瘤进行激光手术。只要不是特殊的部分，手术治疗效果就会非常好，并且可以彻底解决这个问题。不要忽略和拖延它，它也不会继续增加，这会影响孩子的正常生活。建议去医院进行治疗,1,oncology,positive,0.9366900458089203,oncology
q0021,我朋友的小孩被检查出患有小儿血管瘤，这个病是不是很严重的啊？因为得了小儿血管瘤，刚刚服用心得安，请问这个药治疗这个病是不是很有药效的呢？还有什么治疗方法可以治疗？谢谢,c000206,标题：小宝今天第53天有点拉稀怎么治疗 患者问题：宝宝还小，拉稀每天拉大便78次，肚子咕噜咕噜响，请问小宝今天第53天有点拉稀怎么治疗 医生回答：从你所叙述的病情来看我认为当前你的宝宝这种状态应当属于消化不良是由于脾虚湿盛引发的。这种情况属于消化不良与气虚师生有关，可以口服中药治疗，我向不同病因引发不同的症状，患者需要根据自身病情尽快到正规三甲医院进行系统规范的检查，这样才能对症治疗尽快康复。,0,pediatrics,random_negative,0.8094333607364909,oncology
q0021,我朋友的小孩被检查出患有小儿血管瘤，这个病是不是很严重的啊？因为得了小儿血管瘤，刚刚服用心得安，请问这个药治疗这个病是不是很有药效的呢？还有什么治疗方法可以治疗？谢谢,c000207,标题：小孩儿中耳炎流脓应当如何治疗 患者问题：女宝宝，才2岁，这一周，孩子一直扣耳朵，说痒，另外，耳屎很多很黄，同时，好像没什么食欲也很乏力，请问：小孩儿中耳炎流脓应当如何治疗。 医生回答：治疗小儿中耳炎可根据孩子的症状使用对症药物，也可以配合一些局部治疗的方法，比如消炎型的滴耳液医治，也可以根据孩子的情况给点镇痛药，尤其是耳朵痛剧烈的时候，可帮助缓解痛苦，另外如果伴有发烧的情况的话，那么也可服用一些退烧药，高烧的话还是建议要尽早就医的，出现多次急性严重，或是已出现耳膜穿孔的，要及时的进行手术治疗，与此同时也要注意给孩子安排合理的饮食和作息习惯，帮助疾病尽早康复。,0,pediatrics,random_negative,0.7903369528828353,oncology
q0021,我朋友的小孩被检查出患有小儿血管瘤，这个病是不是很严重的啊？因为得了小儿血管瘤，刚刚服用心得安，请问这个药治疗这个病是不是很有药效的呢？还有什么治疗方法可以治疗？谢谢,c000208,标题：孩子出现扁桃体炎哭闹有哪些饮食禁忌 患者问题：我家男宝，今年4岁，刚开始，说话时觉得嗓子疼，发现，咳嗽比较剧烈，同时，现在已经高烧不退了，请问：孩子出现扁桃体炎哭闹有哪些饮食禁忌。 医生回答：扁桃体炎治疗期间饮食也是非常关键的一点，建议宝妈是可以给孩子多吃一些蔬菜和水果的，因为很多水果都有清热解毒的作用，而且富含维生素，可帮助提高免疫力，抵御疾病，例如梨、苹果、金橘、猕猴桃等都是不错的选择，也建议选择一些比较好消化的食物，熬点粥或是把面条煮烂一些都是很适合孩子治疗期间吃的，建议是要多喝水的，另外还要少吃或是不吃羊肉、狗肉等发物，同时也要注意帮助孩子改正挑食厌食的坏习惯，保证营养全面吸收。,0,pediatrics,random_negative,0.7233633301530101,oncology
